	platform_id	platform	neighbourhood	furniture	property_type	size_sqm	bedrooms	bathrooms	price	price_sqm	price_bedroom	available_from	available_today	let_type	detailed_furniture	scraping_date
1540	127907903	Rightmove	Camden	unfurnished	Apartment	60.0	2.0	2.0	2450.0	40.83	1225.0			Long term	part furnished	2022-10-12
1541	127436525	Rightmove	Hammersmith and Fulham	furnished	Apartment		3.0	1.0	3250.0		1083.33	2022-12-01	occupied	Long term	furnished	2022-10-12
1542	127857359	Rightmove	Hackney	unfurnished	Apartment		3.0	2.0	5399.0		1799.67	2022-11-01	occupied	Long term	part furnished	2022-10-12
1543	85917903	Rightmove	City of Westminster	furnished	Apartment		2.0	2.0	2535.0		1267.5			Long term	furnished	2022-10-12
1544	127517156	Rightmove	Kensington and Chelsea	furnished	Flat		1.0	1.0	2249.0		2249.0	2022-11-05	occupied	Long term	furnished	2022-10-12
1545	85896906	Rightmove	City of Westminster	unfurnished	Flat	234.0	3.0	2.0	15167.0	64.82	5055.67			Long term	unfurnished	2022-10-12
1546	127798037	Rightmove	Kensington and Chelsea	furnished	Flat		2.0	1.0	2708.0		1354.0			Long term	furnished	2022-10-12
1547	127770881	Rightmove	Camden	unfurnished	Flat	93.0	2.0	1.0	4225.0	45.43	2112.5			Long term	part furnished	2022-10-12
1548	253	Blueground	Lambeth	furnished	Apartment	51.1	1.0	1.0	4020.0	78.82	4020.0	2023-01-14	occupied		furnished	2022-10-12
1549	85911057	Rightmove	City of Westminster	unfurnished	Flat	38.0	1.0	1.0	1733.0	45.61	1733.0	2022-10-25	occupied	Long term	unfurnished	2022-10-12
1550	124164188	Rightmove	Camden	unfurnished	Flat		3.0	2.0	4117.0		1372.33			Long term	unfurnished	2022-10-12
1551	127096388	Rightmove	Kensington and Chelsea	furnished	Studio		0.0	1.0	1842.0		1842.0	2022-11-12	occupied	Long term	furnished	2022-10-12
1552	236	Blueground	Tower Hamlets	furnished	Apartment	73.86	2.0	1.0	3630.0	49.73	1815.0	2023-02-28	occupied		furnished	2022-10-12
1553	127810007	Rightmove	Kensington and Chelsea	furnished	Flat		2.0	2.0	4225.0		2112.5			Long term	furnished	2022-10-12
1554	595739	Spotahome	City of Westminster	furnished	Studio	15.0	0.0	1.0	2650.0	176.67	2650.0	2022-12-15	occupied		furnished	2022-10-12
1555	127927460	Rightmove	Tower Hamlets	furnished	Apartment		2.0	2.0	3683.0		1841.5	2022-11-22	occupied	Long term	furnished	2022-10-12
1556	124473698	Rightmove	Kensington and Chelsea	unfurnished	Flat	205.0	4.0	3.0	8017.0	39.11	2004.25			Long term	unfurnished	2022-10-12
1557	124440947	Rightmove	Camden	furnished	Flat	106.0	2.0	2.0	5200.0	49.06	2600.0	2022-10-12	available	Long term	flexible	2022-10-12
1558	127081436	Rightmove	Camden	furnished	Flat		5.0	4.0	11917.0		2383.4	2022-10-12	available	Long term	flexible	2022-10-12
1559	125646008	Rightmove	Tower Hamlets	furnished	Flat	47.0	1.0	1.0	3600.0	76.6	3600.0	2022-10-12	available	Short term	furnished	2022-10-12
1560	639540	Spotahome	Islington	furnished	Apartment	76.0	2.0	2.0	8465.5	111.38	4232.5	2022-12-01	occupied		furnished	2022-10-12
1561	265	Blueground	Lambeth	furnished	Apartment	46.73	1.0	1.0	3830.0	83.26	3830.0	2022-11-05	occupied		furnished	2022-10-12
1562	85883628	Rightmove	City of Westminster	unfurnished	Apartment	56.0	1.0	1.0	2383.0	42.55	2383.0	2022-10-25	occupied	Long term	part furnished	2022-10-12
1563	124970540	Rightmove	Camden	furnished	Apartment		3.0	2.0	5200.0		1733.33	2022-10-12	available	Long term	furnished	2022-10-12
1564	242386	Spotahome	Islington	furnished	Apartment		3.0	1.0	1995.0		665.0	2022-11-01	occupied		furnished	2022-10-12
1565	125612297	Rightmove	Camden	furnished	Apartment		3.0	2.0	5200.0		1733.33	2022-10-12	available	Long term	furnished	2022-10-12
1566	127767800	Rightmove	Kensington and Chelsea	unfurnished	Flat	126.0	3.0	3.0	6500.0	51.59	2166.67			Long term	unfurnished	2022-10-12
1567	389786	Spotahome	Lambeth	furnished	Apartment	62.0	2.0	1.0	5000.0	80.65	2500.0	2022-10-12	available		furnished	2022-10-12
1568	119754563	Rightmove	Tower Hamlets	furnished	Apartment		2.0		2730.0		1365.0	2023-01-14	occupied	Long term	furnished	2022-10-12
1569	127738670	Rightmove	Kensington and Chelsea	furnished	Flat	80.0	2.0	2.0	3500.0	43.75	1750.0	2022-10-19	occupied	Long term	furnished	2022-10-12
1570	127731884	Rightmove	Islington	furnished	Apartment		1.0	2.0	7800.0		7800.0	2022-11-09	occupied	Short term	furnished	2022-10-12
1571	619142	Spotahome	Lambeth	furnished	Apartment		1.0	1.0	4500.0		4500.0	2022-10-12	available		furnished	2022-10-12
1572	127826654	Rightmove	Hackney	unfurnished	Flat		2.0	1.0	2500.0		1250.0	2022-11-05	occupied	Long term	unfurnished	2022-10-12
1573	126363194	Rightmove	Tower Hamlets	furnished	Apartment	60.0	2.0	2.0	3990.0	66.5	1995.0	2022-12-02	occupied	Long term	furnished	2022-10-12
1574	126630242	Rightmove	Hammersmith and Fulham	furnished	Flat		2.0	1.0	2453.0		1226.5			Long term	furnished	2022-10-12
1575	127715612	Rightmove	Tower Hamlets	furnished	Apartment		2.0	2.0	2600.0		1300.0	2022-10-12	available	Long term	furnished	2022-10-12
1576	744155	Spotahome	City of Westminster	furnished	Studio		0.0		1450.0		1450.0	2022-12-02	occupied		furnished	2022-10-12
1577	85378710	Rightmove	Hammersmith and Fulham	furnished	Apartment		1.0	1.0	2600.0		2600.0	2022-10-12	available	Long term	flexible	2022-10-12
1578	124942484	Rightmove	Camden	unfurnished	Flat	48.0	2.0	1.0	2145.0	44.69	1072.5			Long term	unfurnished	2022-10-12
1579	127180265	Rightmove	Kensington and Chelsea	furnished	Flat		2.0	1.0	2708.0		1354.0	2022-11-14	occupied	Long term	furnished	2022-10-12
1580	127857080	Rightmove	Tower Hamlets	unfurnished	Apartment		1.0	1.0	2097.0		2097.0			Long term	unfurnished	2022-10-12
1581	127661030	Rightmove	Hackney	unfurnished	Flat		2.0	1.0	2708.0		1354.0	2022-10-12	available	Long term	unfurnished	2022-10-12
1582	126003734	Rightmove	Camden	furnished	Flat		3.0	2.0	5200.0		1733.33	2022-10-12	available	Long term	furnished	2022-10-12
1583	127868687	Rightmove	Camden	furnished	Apartment		1.0	1.0	1842.0		1842.0	2022-11-30	occupied	Long term	furnished	2022-10-12
1584	127310258	Rightmove	Kensington and Chelsea	furnished	Flat		2.0	1.0	4333.0		2166.5	2022-10-24	occupied	Long term	flexible	2022-10-12
1585	127838699	Rightmove	City of Westminster	furnished	Flat		3.0	3.0	7475.0		2491.67	2022-11-01	occupied	Long term	furnished	2022-10-12
1586	126127691	Rightmove	Camden	furnished	Flat	94.0	3.0	2.0	4190.0	44.57	1396.67	2022-12-18	occupied	Short term	furnished	2022-10-12
1587	127085105	Rightmove	Hammersmith and Fulham	furnished	Flat		5.0	2.0	3683.0		736.6			Long term	furnished	2022-10-12
1588	127281854	Rightmove	Kensington and Chelsea	furnished	Apartment		4.0	3.0	14083.0		3520.75	2022-10-12	available	Long term	furnished	2022-10-12
1589	126903995	Rightmove	Islington	furnished	Apartment		3.0	1.0	3510.0		1170.0	2022-10-12	available	Long term	furnished	2022-10-12
1590	127649828	Rightmove	City of Westminster	furnished	Apartment		3.0	2.0	6847.0		2282.33	2022-10-12	available	Long term	flexible	2022-10-12
1591	85917291	Rightmove	Tower Hamlets	furnished	Apartment		1.0	1.0	2037.0		2037.0			Long term	furnished	2022-10-12
1592	126627065	Rightmove	Kensington and Chelsea	furnished	Flat		2.0	2.0	6067.0		3033.5			Long term	furnished	2022-10-12
1593	420063	Spotahome	Kensington and Chelsea	furnished	Apartment		1.0		3000.0		3000.0	2023-12-12	occupied		furnished	2022-10-12
1594	127540007	Rightmove	Camden	furnished	Penthouse		3.0	3.0	10812.0		3604.0	2022-11-08	occupied	Long term	flexible	2022-10-12
1595	127062422	Rightmove	Kensington and Chelsea	furnished	Flat		2.0	2.0	3445.0		1722.5			Long term	flexible	2022-10-12
1596	127038725	Rightmove	Islington	unfurnished	Flat	112.0	2.0	2.0	4117.0	36.76	2058.5			Long term	unfurnished	2022-10-12
1597	85892127	Rightmove	Camden	furnished	Flat		5.0	4.0	26000.0		5200.0			Long term	flexible	2022-10-12
1598	98	Blueground	City of London	furnished	Studio	35.3	0.0	1.0	2450.0	70.0	2450.0	2022-12-23	occupied		furnished	2022-10-12
1599	601040	Spotahome	Camden	furnished	Studio		0.0		1520.0		1520.0	2023-01-11	occupied		furnished	2022-10-12
1600	126279449	Rightmove	Tower Hamlets	furnished	Flat		1.0	1.0	1650.0		1650.0	2022-10-15	occupied	Long term	furnished	2022-10-12
1601	127277153	Rightmove	Kensington and Chelsea	unfurnished	Apartment		2.0	1.0	3250.0		1625.0	2022-10-12	available	Long term	unfurnished	2022-10-12
1602	127695143	Rightmove	City of Westminster	furnished	Flat		3.0	3.0	5850.0		1950.0	2022-11-10	occupied	Long term	flexible	2022-10-12
1603	85899597	Rightmove	City of Westminster	furnished	Penthouse		4.0	3.0	10833.0		2708.25			Long term	flexible	2022-10-12
1604	127928483	Rightmove	Lambeth	unfurnished	Flat	73.0	2.0	1.0	2384.0	32.66	1192.0			Long term	part furnished	2022-10-12
1605	127710983	Rightmove	Kensington and Chelsea	furnished	Apartment		1.0	1.0	2400.0		2400.0	2022-10-12	available	Long term	furnished	2022-10-12
1606	127558568	Rightmove	City of Westminster	furnished	Apartment		1.0		3500.0		3500.0			Long term	flexible	2022-10-12
1607	127678874	Rightmove	Hammersmith and Fulham	furnished	Studio	18.0	0.0	1.0	2090.0	116.11	2090.0			Long term	furnished	2022-10-12
1608	641833	Spotahome	City of Westminster	furnished	Studio		0.0		4900.0		4900.0	2023-02-18	occupied		furnished	2022-10-12
1609	126966719	Rightmove	Tower Hamlets	furnished	Apartment		2.0	1.0	2166.0		1083.0	2022-10-24	occupied	Long term	furnished	2022-10-12
1610	127705781	Rightmove	Lambeth	furnished	Flat		3.0	1.0	2250.0		750.0	2022-10-12	available	Long term	flexible	2022-10-12
1611	603976	Spotahome	Kensington and Chelsea	furnished	Apartment		1.0		4900.0		4900.0	2024-04-08	occupied		furnished	2022-10-12
1612	603981	Spotahome	Kensington and Chelsea	furnished	Studio		0.0		3915.0		3915.0	2022-10-29	occupied		furnished	2022-10-12
1613	125569484	Rightmove	Hammersmith and Fulham	furnished	Apartment	79.0	2.0	2.0	5720.0	72.41	2860.0			Long term	furnished	2022-10-12
1614	338997	Spotahome	City of Westminster	furnished	Apartment	32.0	1.0	1.0	2000.0	62.5	2000.0	2024-01-01	occupied		furnished	2022-10-12
1615	127924682	Rightmove	Kensington and Chelsea	unfurnished	Apartment		1.0	1.0	1712.0		1712.0			Long term	unfurnished	2022-10-12
1616	127738799	Rightmove	Lambeth	furnished	Flat		2.0	2.0	2600.0		1300.0			Long term	furnished	2022-10-12
1617	102	Blueground	Lambeth	furnished	Apartment	52.68	2.0	2.0	4540.0	87.31	2270.0	2023-07-12	occupied		furnished	2022-10-12
1618	85872879	Rightmove	City of Westminster	unfurnished	Apartment		1.0	1.0	2578.0		2578.0	2022-10-12	available	Long term	unfurnished	2022-10-12
1619	127813457	Rightmove	Islington	unfurnished	Flat		1.0		1998.0		1998.0	2022-10-12	available	Long term	part furnished	2022-10-12
1620	124207211	Rightmove	Camden	furnished	Apartment		2.0	1.0	83417.0		41708.5	2022-10-12	available	Short term	furnished	2022-10-12
1621	126932456	Rightmove	Hammersmith and Fulham	unfurnished	Flat	123.0	3.0	2.0	2817.0	22.9	939.0			Long term	unfurnished	2022-10-12
1622	127705106	Rightmove	City of Westminster	unfurnished	Apartment		2.0	1.0	2817.0		1408.5			Long term	part furnished	2022-10-12
1623	85917309	Rightmove	Tower Hamlets	furnished	Apartment		1.0	1.0	1625.0		1625.0			Long term	furnished	2022-10-12
1624	438842	Spotahome	City of Westminster	furnished	Apartment	72.0	2.0	1.0	3885.0	53.96	1942.5	2023-05-27	occupied		furnished	2022-10-12
1625	386026	Spotahome	City of Westminster	furnished	Apartment		1.0	2.0	4114.0		4114.0	2024-10-12	occupied		furnished	2022-10-12
1626	127756418	Rightmove	Lambeth	unfurnished	Flat		1.0	1.0	1500.0		1500.0			Long term	unfurnished	2022-10-12
1627	85893183	Rightmove	Lambeth	unfurnished	Flat		2.0	1.0	2400.0		1200.0			Long term	unfurnished	2022-10-12
1628	126317213	Rightmove	City of Westminster	furnished	Apartment		2.0	2.0	4983.0		2491.5	2022-10-31	occupied	Long term	furnished	2022-10-12
1629	127927685	Rightmove	Hackney	furnished	Apartment		1.0	1.0	2000.0		2000.0	2022-10-12	available	Long term	furnished	2022-10-12
1630	123293252	Rightmove	Hammersmith and Fulham	furnished	Apartment		3.0	2.0	4875.0		1625.0	2022-10-12	available	Long term	flexible	2022-10-12
1631	127862753	Rightmove	City of Westminster	unfurnished	Apartment		2.0	2.0	2643.0		1321.5	2022-12-06	occupied	Long term	unfurnished	2022-10-12
1632	126664358	Rightmove	Hammersmith and Fulham	unfurnished	Flat	88.0	2.0	1.0	2600.0	29.55	1300.0			Long term	unfurnished	2022-10-12
1633	96638452	Rightmove	Camden	furnished	Apartment	100.0	3.0	3.0	5850.0	58.5	1950.0	2022-10-12	available	Long term	flexible	2022-10-12
1634	652421	Spotahome	Camden	furnished	Apartment		1.0		3422.0		3422.0	2023-03-16	occupied		furnished	2022-10-12
1635	127920632	Rightmove	Tower Hamlets	furnished	Flat		1.0	1.0	1699.0		1699.0	2022-11-18	occupied	Long term	furnished	2022-10-12
1636	123222464	Rightmove	Tower Hamlets	furnished	Apartment	82.0	2.0	2.0	6180.0	75.37	3090.0	2023-05-16	occupied	Long term	furnished	2022-10-12
1637	117342206	Rightmove	Tower Hamlets	furnished	Flat		2.0		1751.0		875.5	2022-11-29	occupied	Long term	furnished	2022-10-12
1638	127787417	Rightmove	Hackney	unfurnished	Flat		2.0	1.0	1950.0		975.0	2022-11-07	occupied	Long term	unfurnished	2022-10-12
1639	85918149	Rightmove	Tower Hamlets	furnished	Apartment		3.0	1.0	2167.0		722.33			Long term	furnished	2022-10-12
1640	127662041	Rightmove	Tower Hamlets	furnished	Flat		1.0	1.0	1600.0		1600.0	2022-11-30	occupied	Long term	furnished	2022-10-12
1641	127649468	Rightmove	Lambeth	furnished	Apartment		2.0	2.0	3000.0		1500.0	2022-10-12	available	Long term	furnished	2022-10-12
1642	118805819	Rightmove	Tower Hamlets	furnished	Flat		2.0	2.0	3705.0		1852.5	2022-10-12	available	Long term	furnished	2022-10-12
1643	125139389	Rightmove	Camden	furnished	Flat		2.0	2.0	6283.0		3141.5	2022-10-12	available	Long term	furnished	2022-10-12
1644	127907825	Rightmove	City of Westminster	furnished	Flat		1.0	1.0	2850.0		2850.0	2022-11-06	occupied	Short term	furnished	2022-10-12
1645	85414677	Rightmove	Camden	furnished	Apartment		2.0	2.0	5500.0		2750.0	2022-10-12	available	Long term	furnished	2022-10-12
1646	125773088	Rightmove	Hammersmith and Fulham	furnished	Flat	87.0	2.0	2.0	5070.0	58.28	2535.0			Long term	furnished	2022-10-12
1647	127592630	Rightmove	Kensington and Chelsea	unfurnished	Flat	195.0	3.0	3.0	24960.0	128.0	8320.0	2022-10-12	available	Long term	unfurnished	2022-10-12
1648	441364	Spotahome	City of Westminster	furnished	Studio	12.0	0.0	1.0	2250.0	187.5	2250.0	2023-02-01	occupied		furnished	2022-10-12
1649	85879446	Rightmove	Tower Hamlets	furnished	Flat		1.0	1.0	2730.0		2730.0	2022-12-13	occupied	Long term	furnished	2022-10-12
1650	448533	Spotahome	Camden	furnished	Apartment		1.0	1.0	1475.0		1475.0	2024-01-08	occupied		furnished	2022-10-12
1651	74	Blueground	City of London	furnished	Apartment	48.96	1.0	1.0	3610.0	75.21	3610.0	2022-12-12	occupied		furnished	2022-10-12
1652	127694843	Rightmove	City of Westminster	unfurnished	Flat	73.0	2.0	2.0	5200.0	71.23	2600.0			Long term	unfurnished	2022-10-12
1653	623412	Spotahome	Hammersmith and Fulham	furnished	Apartment		2.0		6315.0		3157.5	2023-01-20	occupied		furnished	2022-10-12
1654	127206164	Rightmove	Tower Hamlets	furnished	Flat		1.0	1.0	1863.0		1863.0	2022-11-14	occupied	Long term	furnished	2022-10-12
1655	127485356	Rightmove	Kensington and Chelsea	unfurnished	Apartment		2.0	2.0	6500.0		3250.0	2022-11-07	occupied	Long term	unfurnished	2022-10-12
1656	127435460	Rightmove	Kensington and Chelsea	furnished	Flat		2.0	3.0	7800.0		3900.0	2022-10-12	available	Long term	furnished	2022-10-12
1657	85886724	Rightmove	Hammersmith and Fulham	furnished	Flat		2.0	2.0	5720.0		2860.0			Long term	flexible	2022-10-12
1658	127573448	Rightmove	Kensington and Chelsea	furnished	Apartment		1.0	2.0	3900.0		3900.0	2022-10-12	available	Long term	furnished	2022-10-12
1659	127721564	Rightmove	Tower Hamlets	furnished	Flat		2.0	1.0	1900.0		950.0	2022-10-26	occupied	Long term	flexible	2022-10-12
1660	85891542	Rightmove	Tower Hamlets	furnished	Apartment	109.0	3.0	2.0	3900.0	35.78	1300.0	2022-10-12	available	Long term	furnished	2022-10-12
1661	127468646	Rightmove	City of Westminster	furnished	Apartment		2.0	2.0	5700.0		2850.0	2022-11-05	occupied	Long term	flexible	2022-10-12
1662	127914440	Rightmove	Tower Hamlets	unfurnished	Flat		1.0	1.0	2232.0		2232.0			Long term	part furnished	2022-10-12
1663	127058375	Rightmove	Islington	furnished	Flat		2.0	1.0	2578.0		1289.0	2022-11-20	occupied	Long term	furnished	2022-10-12
1664	127682312	Rightmove	Kensington and Chelsea	furnished	Apartment		1.0	1.0	2275.0		2275.0	2022-11-21	occupied	Long term	furnished	2022-10-12
1665	127356662	Rightmove	Camden	furnished	Flat		3.0	4.0	10812.0		3604.0	2022-11-08	occupied	Long term	flexible	2022-10-12
1666	126709499	Rightmove	Kensington and Chelsea	furnished	Studio	28.0	0.0	1.0	1950.0	69.64	1950.0			Long term	furnished	2022-10-12
1667	759607	Spotahome	Kensington and Chelsea	furnished	Studio		0.0	1.0	2300.0		2300.0	2022-10-17	occupied		furnished	2022-10-12
1668	353052	Spotahome	Tower Hamlets	furnished	Apartment		2.0	1.0	1600.0		800.0	2024-01-01	occupied		furnished	2022-10-12
1669	126638942	Rightmove	Hammersmith and Fulham	furnished	Apartment		2.0	1.0	2383.0		1191.5	2022-10-12	available	Long term	furnished	2022-10-12
1670	127417259	Rightmove	Camden	unfurnished	Apartment	62.0	2.0	1.0	2750.0	44.35	1375.0	2023-11-04	occupied	Long term	part furnished	2022-10-12
1671	127744949	Rightmove	Lambeth	unfurnished	Apartment		3.0	2.0	2700.0		900.0	2022-11-27	occupied	Long term	unfurnished	2022-10-12
1672	426717	Spotahome	City of London	furnished	Apartment		3.0		4500.0		1500.0	2024-04-17	occupied		furnished	2022-10-12
1673	127533737	Rightmove	Tower Hamlets	furnished	Apartment		3.0	2.0	5633.0		1877.67	2022-10-12	available	Long term	furnished	2022-10-12
1674	127766552	Rightmove	Kensington and Chelsea	furnished	Flat	85.0	2.0	2.0	4333.0	50.98	2166.5	2022-10-12	available	Long term	furnished	2022-10-12
1675	127860299	Rightmove	Camden	furnished	Apartment		1.0	1.0	2054.0		2054.0	2022-11-01	occupied	Long term	flexible	2022-10-12
1676	127543184	Rightmove	City of Westminster	furnished	Apartment		4.0	4.0	8883.0		2220.75	2022-10-12	available	Long term	flexible	2022-10-12
1677	127678868	Rightmove	Hammersmith and Fulham	unfurnished	Flat	56.0	2.0	2.0	6067.0	108.34	3033.5			Long term	unfurnished	2022-10-12
1678	85890900	Rightmove	Kensington and Chelsea	furnished	Flat		1.0	1.0	2058.0		2058.0	2022-12-05	occupied	Long term	furnished	2022-10-12
1679	126647618	Rightmove	Tower Hamlets	furnished	Studio		0.0		1846.0		1846.0			Long term	furnished	2022-10-12
1680	127125668	Rightmove	Lambeth	furnished	Flat	67.0	2.0	1.0	2400.0	35.82	1200.0			Long term	furnished	2022-10-12
1681	266723	Spotahome	Kensington and Chelsea	furnished	Apartment	64.0	2.0	1.0	5000.0	78.12	2500.0	2023-01-02	occupied		furnished	2022-10-12
1682	127751024	Rightmove	City of Westminster	furnished	Flat		3.0	3.0	5850.0		1950.0	2022-11-05	occupied	Long term	flexible	2022-10-12
1683	344705	Spotahome	Islington	furnished	Apartment	50.0	1.0	1.0	4250.0	85.0	4250.0	2022-10-25	occupied		furnished	2022-10-12
1684	126820952	Rightmove	Kensington and Chelsea	unfurnished	Flat		1.0	1.0	1733.0		1733.0			Long term	unfurnished	2022-10-12
1685	654336	Spotahome	Lambeth	furnished	Apartment		1.0	1.0	3190.0		3190.0	2024-03-14	occupied		furnished	2022-10-12
1686	831899	Spotahome	Islington	furnished	Apartment	70.0	2.0	2.0	7695.0	109.93	3847.5	2022-11-02	occupied		furnished	2022-10-12
1687	127759775	Rightmove	Tower Hamlets	furnished	Apartment		1.0	1.0	1900.0		1900.0	2022-12-27	occupied	Long term	furnished	2022-10-12
1688	127125887	Rightmove	Hackney	unfurnished	Flat	78.0	2.0	2.0	2500.0	32.05	1250.0			Long term	unfurnished	2022-10-12
1689	85879356	Rightmove	City of Westminster	furnished	Apartment		1.0	1.0	9100.0		9100.0	2022-10-12	available	Long term	furnished	2022-10-12
1690	127747655	Rightmove	City of Westminster	unfurnished	Flat		3.0	2.0	4990.0		1663.33	2022-10-20	occupied	Long term	unfurnished	2022-10-12
1691	127811819	Rightmove	Lambeth	unfurnished	Apartment		1.0	1.0	1500.0		1500.0	2022-10-28	occupied	Long term	unfurnished	2022-10-12
1692	127109777	Rightmove	Hammersmith and Fulham	unfurnished	Flat		1.0	1.0	2350.0		2350.0	2022-10-12	available	Long term	unfurnished	2022-10-12
1693	828767	Spotahome	Kensington and Chelsea	furnished	Apartment		2.0		5250.0		2625.0	2022-11-02	occupied		furnished	2022-10-12
1694	118694321	Rightmove	Hammersmith and Fulham	furnished	Apartment		1.0	1.0	3263.0		3263.0	2022-10-12	available	Long term	flexible	2022-10-12
1695	118490459	Rightmove	Tower Hamlets	furnished	Apartment	90.0	2.0	2.0	4182.0	46.47	2091.0	2022-10-12	available	Long term	furnished	2022-10-12
1696	85891716	Rightmove	Hammersmith and Fulham	unfurnished	Apartment		2.0		2500.0		1250.0	2022-10-24	occupied	Long term	unfurnished	2022-10-12
1697	124752065	Rightmove	Hammersmith and Fulham	furnished	Apartment		2.0	2.0	6196.0		3098.0	2022-10-12	available	Long term	furnished	2022-10-12
1698	85898748	Rightmove	City of Westminster	furnished	Flat		1.0	1.0	1907.0		1907.0	2022-10-31	occupied	Long term	furnished	2022-10-12
1699	127650239	Rightmove	Kensington and Chelsea	furnished	Flat		2.0	2.0	7500.0		3750.0	2022-10-14	occupied	Short term	furnished	2022-10-12
1700	127498172	Rightmove	City of Westminster	unfurnished	Flat		3.0	3.0	6933.0		2311.0	2022-11-14	occupied	Long term	unfurnished	2022-10-12
1701	127898222	Rightmove	Kensington and Chelsea	furnished	Apartment		1.0	1.0	2100.0		2100.0	2022-11-26	occupied	Long term	furnished	2022-10-12
1702	127930550	Rightmove	City of Westminster	furnished	Flat	78.0	1.0	1.0	4150.0	53.21	4150.0	2022-10-15	occupied	Long term	furnished	2022-10-12
1703	85891809	Rightmove	Islington	furnished	Flat		1.0	1.0	1998.0		1998.0	2022-11-30	occupied	Long term	furnished	2022-10-12
1704	127928981	Rightmove	City of Westminster	furnished	Flat	48.0	1.0	1.0	3034.0	63.21	3034.0			Long term	furnished	2022-10-12
1705	125958014	Rightmove	Tower Hamlets	furnished	Flat		1.0	1.0	2995.0		2995.0	2022-10-12	available	Short term	furnished	2022-10-12
1706	559922	Spotahome	Camden	furnished	Apartment	80.0	2.0	2.0	4392.0	54.9	2196.0	2023-01-07	occupied		furnished	2022-10-12
1707	127722725	Rightmove	Camden	furnished	Flat		1.0	1.0	2318.0		2318.0	2022-12-05	occupied	Long term	furnished	2022-10-12
1708	127915805	Rightmove	Tower Hamlets	unfurnished	Apartment	51.0	1.0	1.0	1800.0	35.29	1800.0	2022-10-28	occupied	Long term	unfurnished	2022-10-12
1709	127413368	Rightmove	City of Westminster	unfurnished	Flat	106.0	3.0	2.0	7499.0	70.75	2499.67	2022-10-12	available	Long term	unfurnished	2022-10-12
1710	127919078	Rightmove	City of Westminster	furnished	Apartment		1.0	1.0	3575.0		3575.0	2022-12-19	occupied	Long term	furnished	2022-10-12
1711	114220178	Rightmove	Tower Hamlets	furnished	Apartment		2.0	2.0	4000.0		2000.0			Long term	furnished	2022-10-12
1712	126842132	Rightmove	Tower Hamlets	furnished	Apartment		2.0	2.0	3500.0		1750.0			Long term	furnished	2022-10-12
1713	127564469	Rightmove	Camden	unfurnished	Flat		2.0	1.0	2817.0		1408.5	2022-10-24	occupied	Long term	unfurnished	2022-10-12
1714	122407307	Rightmove	Tower Hamlets	furnished	Apartment	98.0	3.0	2.0	6160.0	62.86	2053.33	2022-12-25	occupied	Long term	furnished	2022-10-12
1715	85902738	Rightmove	City of Westminster	unfurnished	Flat		1.0	1.0	2383.0		2383.0	2022-12-14	occupied	Long term	part furnished	2022-10-12
1716	127903325	Rightmove	Tower Hamlets	unfurnished	Apartment		1.0	1.0	3792.0		3792.0	2022-11-02	occupied	Long term	unfurnished	2022-10-12
1717	127912208	Rightmove	Lambeth	unfurnished	Flat		1.0	1.0	1400.0		1400.0	2022-10-19	occupied	Long term	part furnished	2022-10-12
1718	126636248	Rightmove	Kensington and Chelsea	furnished	Flat		3.0	3.0	11917.0		3972.33			Long term	flexible	2022-10-12
1719	127674794	Rightmove	City of Westminster	furnished	Flat		2.0	2.0	3683.0		1841.5			Long term	furnished	2022-10-12
1720	126985955	Rightmove	Hammersmith and Fulham	furnished	Flat		2.0	1.0	1950.0		975.0	2022-12-22	occupied	Long term	furnished	2022-10-12
1721	85914387	Rightmove	Kensington and Chelsea	furnished	Flat	24.0	1.0	1.0	2145.0	89.38	2145.0			Long term	furnished	2022-10-12
1722	127475690	Rightmove	Camden	furnished	Flat		1.0	1.0	3250.0		3250.0	2022-11-04	occupied	Short term	flexible	2022-10-12
1723	85918053	Rightmove	Tower Hamlets	furnished	Apartment		2.0	2.0	3033.0		1516.5			Long term	furnished	2022-10-12
1724	118327241	Rightmove	Kensington and Chelsea	furnished	Studio		0.0	1.0	3012.0		3012.0	2022-11-01	occupied	Long term	furnished	2022-10-12
1725	85831947	Rightmove	Camden	furnished	Apartment		1.0	1.0	3445.0		3445.0	2022-10-12	available	Long term	flexible	2022-10-12
1726	124516010	Rightmove	City of London	furnished	Flat		2.0	2.0	4500.0		2250.0	2022-10-22	occupied	Short term	furnished	2022-10-12
1727	127654466	Rightmove	Kensington and Chelsea	furnished	Penthouse		1.0	1.0	3683.0		3683.0	2022-11-01	occupied	Long term	furnished	2022-10-12
1728	85880859	Rightmove	Hammersmith and Fulham	furnished	Apartment		2.0	1.0	4376.0		2188.0	2022-10-13	occupied	Long term	flexible	2022-10-12
1729	127278926	Rightmove	Kensington and Chelsea	furnished	Apartment		3.0	2.0	9750.0		3250.0	2023-01-16	occupied	Short term	furnished	2022-10-12
1730	85379517	Rightmove	Hammersmith and Fulham	furnished	Apartment		3.0	3.0	4767.0		1589.0	2022-10-12	available	Long term	flexible	2022-10-12
1731	460352	Spotahome	City of Westminster	furnished	Apartment		1.0		6958.0		6958.0	2022-12-15	occupied		furnished	2022-10-12
1732	127409663	Rightmove	Kensington and Chelsea	unfurnished	Flat		2.0	1.0	4983.0		2491.5			Long term	unfurnished	2022-10-12
