	platform_id	platform	neighborhood	property_type	housing_type	price_pcm	title	furnished	available_from	available_from_0	available_from_1	available_from_2
221	844699	spotahome	Camden	studios	Studio	5250	Studio apartment for rent in London	furnished	23 December	23	December	
222	843315	spotahome	Camden	studios	Studio	4800	Studio apartment for rent in London	furnished	20 November	20	November	
223	844701	spotahome	Camden	studios	Studio	5250	1-bedroom apartment for rent in London	furnished	18 December	18	December	
224	728336	spotahome	Camden	studios	Studio	1280	Studio apartment for rent in West Hampstead, London	furnished	1 November 2023	1	November	2023
225	460109	spotahome	Camden	studios	Studio	1400	Studio for rent in South Hampstead, London	furnished	1 February 2024	1	February	2024
226	382463	spotahome	Camden	studios	Studio	1755	Studio flat to rent in Camden Town, London	furnished	18 June 2023	18	June	2023
227	641909	spotahome	Camden	studios	Studio	3669	Studio apartment for rent in Cricklewood, London	furnished	31 October 2023	31	October	2023
228	641876	spotahome	Camden	studios	Studio	3176	Studio apartment for rent in West Hampstead, London	furnished	25 December 2023	25	December	2023
229	641911	spotahome	Camden	studios	Studio	2930	Studio apartment for rent in Cricklewood, London	furnished	30 October 2023	30	October	2023
230	641868	spotahome	Camden	studios	Studio	3176	Studio apartment for rent in West Hampstead, London	furnished	16 June 2023	16	June	2023
231	269689	spotahome	Tower Hamlets	studios	Studio	1650	Studio flat to rent in Limehouse, London	furnished	1 December	1	December	
232	623781	spotahome	Tower Hamlets	studios	Studio	4500	Studio apartment for rent in London	furnished	4 October	4	October	
233	266422	spotahome	Tower Hamlets	studios	Studio	1650	Splendid studio for rent in Tower Hamlets, London	furnished	1 February 2023	1	February	2023
234	516715	spotahome	Tower Hamlets	studios	Studio	1200	Self contained studio for rent next to Brick Lane, London	furnished	30 August 2024	30	August	2024
235	610109	spotahome	Tower Hamlets	studios	Studio	1790	Studio for rent in Limehouse, London	furnished	17 July 2023	17	July	2023
236	866660	spotahome	Islington	studios	Studio	3300	Studio in London	furnished	11 October	11	October	
237	399134	spotahome	Islington	studios	Studio	3200	Studio for rent in Angel, London	furnished	17 December	17	December	
238	746598	spotahome	Hackney	studios	Studio	3360	Studio in London	furnished	2 November	2	November	
239	421817	spotahome	City of London	studios	Studio	3880	Serviced Studio Apartment for rent in Liverpool Street	furnished	21 October	21	October	
240	619142	spotahome	Lambeth	apartments/bedrooms:1	Apartment	4500	One bedroom apartment for rent in Brixton, London	furnished	4 October	4	October	
241	639575	spotahome	Lambeth	apartments/bedrooms:1	Apartment	2946	1-bedroom apartment for rent in Lambeth, London	furnished	8 February 2023	8	February	2023
242	559651	spotahome	Lambeth	apartments/bedrooms:1	Apartment	3498	1-Bedroom Apartment for rent in Vauxhall, London	furnished	17 February 2023	17	February	2023
243	654312	spotahome	Lambeth	apartments/bedrooms:1	Apartment	2940	Bright and Stylish Kennington Gem	furnished	16 December	16	December	
244	469830	spotahome	Lambeth	apartments/bedrooms:1	Apartment	4800	1-Bedroom Apartment  for rent in Lambeth, London	furnished	31 January 2023	31	January	2023
245	773979	spotahome	Lambeth	apartments/bedrooms:1	Apartment	1800	1-bedroom apartment for rent in Streatham, London	furnished	15 March 2023	15	March	2023
246	654336	spotahome	Lambeth	apartments/bedrooms:1	Apartment	3190	Bright and Cozy Clapham Nest	furnished	14 March 2024	14	March	2024
247	297773	spotahome	Lambeth	apartments/bedrooms:1	Apartment	3800	1-bedroom flat to rent in Lambeth, London	furnished	5 December 2023	5	December	2023
248	386036	spotahome	Lambeth	apartments/bedrooms:1	Apartment	4114	1-bedroom apartment to rent in Waterloo, London	furnished	4 October 2024	4	October	2024
249	242151	spotahome	Hammersmith and Fulham	apartments/bedrooms:1	Apartment	2500	Modern 1-bedroom flat to rent - Shepherd's Bush, London	furnished	17 December	17	December	
250	112243	spotahome	Hammersmith and Fulham	apartments/bedrooms:1	Apartment	1750	1-Bedroom Apartment for rent in Kensington, London	furnished	31 January 2023	31	January	2023
251	643969	spotahome	Hammersmith and Fulham	apartments/bedrooms:1	Apartment	2900	1-bedroom apartment for rent in Shepherd'S Bush, London	furnished	10 December	10	December	
252	605088	spotahome	Hammersmith and Fulham	apartments/bedrooms:1	Apartment	4200	One bedroom apartment for rent in Shepherd's Bush, London	furnished	17 December	17	December	
253	385951	spotahome	Hammersmith and Fulham	apartments/bedrooms:1	Apartment	2057	1-bedroom apartment for rent in Fulham, London	furnished	4 October 2024	4	October	2024
254	386020	spotahome	Hammersmith and Fulham	apartments/bedrooms:1	Apartment	3771	1-bedroom apartment to rent in Shepherd's Bush, London	furnished	4 October 2024	4	October	2024
255	386016	spotahome	Hammersmith and Fulham	apartments/bedrooms:1	Apartment	3429	1-bedroom apartment to rent in Shepherd's Bush, London	furnished	4 October 2024	4	October	2024
256	385953	spotahome	Hammersmith and Fulham	apartments/bedrooms:1	Apartment	4217	1-bedroom apartment for rent in Fulham, London	furnished	4 October 2024	4	October	2024
257	642367	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4900	Studio apartment for rent in Notting Hill, London	furnished	11 October	11	October	
258	642365	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4900	Studio apartment for rent in Notting Hill, London	furnished	4 November	4	November	
259	643231	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4900	1-bedroom apartment for rent in Notting Hill, London	furnished	10 October	10	October	
260	438395	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	3740	Whole apartment in London	furnished	6 November	6	November	
261	440340	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	3750	1-Bedroom Apartment for rent in Kensington, London	furnished	1 January 2023	1	January	2023
262	642363	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4407	Studio apartment for rent in Notting Hill, London	furnished	12 October	12	October	
263	476678	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4000	1-Bedroom Apartment in Earl's Court, London	furnished	5 November	5	November	
264	392383	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4000	Large 1-bedroom apartment to rent in Kensington, London	furnished	14 November	14	November	
265	390813	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4000	Modern 1-bedroom apartment to rent in Kensington, London	furnished	30 November	30	November	
266	692541	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4900	1-bedroom apartment for rent in Notting Hill, London	furnished	13 October	13	October	
267	642371	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4900	Studio apartment for rent in Notting Hill, London	furnished	24 October	24	October	
268	392389	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4000	1-bedroom apartment to rent in Kensington, London	furnished	5 November	5	November	
269	276511	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	2713	1-Bedroom Apartment for rent in South Kensington	furnished	19 October	19	October	
270	431849	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	3000	1-Bedroom  Apartment for rent in  Fulham, London	furnished	7 November	7	November	
271	398106	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4981	Studio apartment for rent in Earl's Court, London	furnished	20 October	20	October	
272	643242	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4900	1-bedroom apartment for rent in Notting Hill, London	furnished	29 October	29	October	
273	477493	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4250	Whole 1 bedrooms apartment in London	furnished	24 December	24	December	
274	476676	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4000	1-Bedroom Apartment for rent in Kensington, London	furnished	3 November	3	November	
275	296865	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4611	Hip 1-bedroom flat to rent in Kensington, London	furnished	27 December	27	December	
276	603983	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4407	1 Bedroom Apartment for rent in Kensington and Chelsea	furnished	25 December	25	December	
277	760899	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	2650	Whole 1 bedrooms apartment in London	furnished	1 November	1	November	
278	889643	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	3800	1-bedroom apartment for rent in South Kensington, London	furnished	24 October	24	October	
279	227542	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	2900	Modern 1-bedroom flat for rent in Kensington, London	furnished	15 January 2023	15	January	2023
280	769226	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4200	One bedroom apartment for rent in Earls Court, London	furnished	2 January 2023	2	January	2023
281	420202	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4500	1-Bedroom Apartment for rent in Earl's Court, London	furnished	5 November	5	November	
282	420076	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4512	1-Bedroom Apartment for rent in Earl's Court, London	furnished	6 November	6	November	
283	233119	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	2400	Modern 1-bedroom apartment for rent in Chelsea, London	furnished	20 February 2023	20	February	2023
284	420092	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4100	1-Bedroom Apartment for rent in Earl's Court, London	furnished	18 November	18	November	
285	420090	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4512	1-Bedroom Apartment for rent in Earl's Court, London	furnished	13 December	13	December	
286	438295	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4512	1-Bedroom Apartment for rent in Kensington, London	furnished	24 December	24	December	
287	420197	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4300	1-Bedroom Apartment for rent in Earl's Court, London	furnished	2 November	2	November	
288	643271	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4900	1-bedroom apartment for rent in Notting Hill, London	furnished	23 October	23	October	
289	420045	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	3375	1-Bedroom Apartment for rent in Earl's Court, London	furnished	2 January 2023	2	January	2023
290	642373	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4900	Studio apartment for rent in Notting Hill, London	furnished	2 December	2	December	
291	421918	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4140	Serviced 1-Bedroom Apartment for rent in Notting Hill	furnished	17 October	17	October	
292	610763	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	2512	1-Bedroom Apartment for rent in Kensington, London	furnished	4 February 2023	4	February	2023
293	611464	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	3500	Whole 1 bedrooms apartment in London	furnished	2 November	2	November	
294	603978	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4900	1 Bedroom Apartment for rent in Kensington and Chelsea	furnished	9 January 2023	9	January	2023
295	294848	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	2600	Modern 1-bedroom flat to rent in Kensington, London	furnished	28 March 2023	28	March	2023
296	421950	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4860	Serviced 1-Bedroom Apartment for rent in Notting Hill	furnished	18 November	18	November	
297	448260	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	5800	Whole one bedroom apartment in Kensington, London	furnished	12 November	12	November	
298	346605	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	10000	Elegant 1-bedroom apartment to rent in Chelsea, London	furnished	1 March 2023	1	March	2023
299	654332	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	2473	Bright and Spacious Notting Hill Nest	furnished	1 April 2023	1	April	2023
300	643050	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	5884	1-bedroom apartment for rent in Notting Hill, London	furnished	16 February 2023	16	February	2023
301	828775	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4500	One bedroom apartment with balcony in Kensington, London	furnished	1 February 2023	1	February	2023
302	468977	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	5407	1-Bedroom Apartment for rent in Kensington, London	furnished	14 January 2023	14	January	2023
303	654316	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	3690	Stunning Chelsea Nest	furnished	2 April 2023	2	April	2023
304	438892	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	2600	1-Bedroom Apartment in Earl's Court, London	furnished	12 December 2023	12	December	2023
305	456767	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	2600	1-Bedroom Apartment in Earl's Court, London	furnished	31 August 2023	31	August	2023
306	420058	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	3000	1-Bedroom Apartment for rent in Earl's Court, London	furnished	12 December 2023	12	December	2023
307	605386	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	3915	1 Bedroom Apartment for rent in Kensington and Chelsea	furnished	23 May 2023	23	May	2023
308	523294	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	2900	1-Bedroom Apartment for rent in Earl's Court, London	furnished	3 August 2023	3	August	2023
309	471466	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	3250	Whole 1 bedrooms apartment in London	furnished	5 October 2023	5	October	2023
310	420043	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	3000	1-Bedroom Apartment for rent in Earl's Court, London	furnished	12 December 2023	12	December	2023
311	267057	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4000	1-bedroom flat for rent in Kensington & Chelsea, London	furnished	11 February 2024	11	February	2024
312	420063	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	3000	1-Bedroom Apartment for rent in Earl's Court, London	furnished	12 December 2023	12	December	2023
313	385938	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	5143	1-bedroom apartment for rent in Chelsea, London	furnished	4 October 2024	4	October	2024
314	449631	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	2600	1-Bedroom Apartment in Earl's Court, London	furnished	24 October 2023	24	October	2023
315	378846	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	3200	Cozy 1-bedroom flat to rent in Chelsea, London	furnished	8 December 2023	8	December	2023
316	438888	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4611	1-bedroom Apartment in Kensington, London	furnished	12 December 2023	12	December	2023
317	429308	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	3500	1-Bedroom  Apartment for rent in Chelsea, London	furnished	6 January 2024	6	January	2024
318	386005	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4114	1-bedroom apartment to rent in Notting Hill, London	furnished	4 October 2024	4	October	2024
319	643052	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	5392	1-bedroom apartment for rent in Notting Hill, London	furnished	30 April 2023	30	April	2023
320	385970	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	5829	1-bedroom apartment for rent in Kensington, London	furnished	4 October 2024	4	October	2024
321	603976	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4900	1 Bedroom Apartment for rent in Kensington and Chelsea	furnished	8 April 2024	8	April	2024
322	294850	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4611	1-Bedroom Apartment for rent in Kensington, London	furnished	12 December 2023	12	December	2023
323	642369	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4900	Studio apartment for rent in Notting Hill, London	furnished	30 April 2023	30	April	2023
324	449700	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4611	1-Bedroom Apartment in Kensington, London	furnished	12 December 2023	12	December	2023
325	415322	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	5500	1-Bedroom Apartment for rent in Kensington, London	furnished	10 April 2023	10	April	2023
326	480120	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4611	Whole 1 bedrooms apartment in London	furnished	12 December 2023	12	December	2023
327	456765	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4611	1-Bedroom Apartment in Kensington, London	furnished	12 December 2023	12	December	2023
328	596546	spotahome	Kensington and Chelsea	apartments/bedrooms:1	Apartment	4611	Whole 1 bedrooms apartment in London	furnished	12 December 2023	12	December	2023
329	363445	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	8850	1-Bedroom Apartment for rent in Fitzrovia, London	furnished	4 October	4	October	
330	604187	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	2916	One bedroom apartment for rent in Bayswater, London	furnished	20 October	20	October	
331	867016	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	3000	One bedroom apartment for rent in Paddington, London	furnished	30 October	30	October	
332	338997	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	2000	1-bedroom flat to rent in City of Westminster, London	furnished	6 November	6	November	
333	438388	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	2670	Whole apartment in London	furnished	4 November	4	November	
334	517710	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	2950	1-Bedroom Apartment for rent in Westminster, London	furnished	12 December	12	December	
335	358178	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	4000	Sun-drenched 1-bedroom apartment for rent in Westminster	furnished	16 October	16	October	
336	354027	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	3572	1-Bedroom Apartment for rent in Paddington, London	furnished	16 December	16	December	
337	611936	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	12200	Whole 1 bedrooms apartment in London	furnished	9 November	9	November	
338	428386	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	3761	1-Bedroom Apartment for rent in Soho, London	furnished	2 January 2023	2	January	2023
339	354023	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	3201	1-bedroom flat to rent in City of Westminster, London	furnished	29 October	29	October	
340	641816	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	3422	Studio apartment for rent in Marylebone, London	furnished	22 December	22	December	
341	428388	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	3761	1-Bedroom Apartment for rent in Soho, London	furnished	2 January 2023	2	January	2023
342	428382	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	4246	1-Bedroom Apartment for rent in Soho, London	furnished	12 December	12	December	
343	654354	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	3900	Bright Maida Vale Apartment	furnished	28 October	28	October	
344	847552	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	2800	One bedroom apartment for rent in Central London	furnished	14 January 2023	14	January	2023
345	460352	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	4273	1-Bedroom Apartment for rent in Mayfair, London	furnished	15 December	15	December	
346	641799	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	4407	Studio apartment for rent in Marylebone, London	furnished	19 December	19	December	
347	460354	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	4273	1-Bedroom Apartment for rent in Mayfair, London	furnished	16 December	16	December	
348	428384	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	4246	1-Bedroom Apartment for rent in Soho, London	furnished	5 November	5	November	
349	448231	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	4800	1-Bedroom Apartment for rent in Paddington, London	furnished	10 October	10	October	
350	654302	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	3890	Stylish Hyde Park Gem	furnished	8 January 2023	8	January	2023
351	428169	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	4368	1-Bedroom Apartment for rent in Temple, London	furnished	3 January 2023	3	January	2023
352	448897	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	3800	1-Bedroom Apartment in Paddington, London	furnished	15 January 2023	15	January	2023
353	428412	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	4489	1-Bedroom Apartment for rent in Covent Garden, London	furnished	4 January 2023	4	January	2023
354	428380	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	4246	1-Bedroom Apartment for rent in Soho, London	furnished	2 January 2023	2	January	2023
355	460248	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	4273	1-Bedroom Apartment for rent in Mayfair, London	furnished	8 January 2023	8	January	2023
356	428378	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	4246	1-Bedroom Apartment for rent in Soho, London	furnished	3 January 2023	3	January	2023
357	428414	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	4489	1-Bedroom Apartment for rent in Covent Garden, London	furnished	31 December	31	December	
358	421989	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	6480	Serviced 1-Bedroom Apartment for rent in Fitzrovia, London	furnished	14 October	14	October	
359	428167	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	4125	1-Bedroom Apartment for rent in Temple, London	furnished	3 January 2023	3	January	2023
360	448227	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	4800	1-Bedroom Apartment for rent in Paddington, London	furnished	12 October	12	October	
361	448296	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	5000	2-Bedroom Apartment for rent in Marylebone, London	furnished	1 November	1	November	
362	347121	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	2000	1-Bedroom Apartment for rent in Pimlico, London	furnished	31 March 2023	31	March	2023
363	422264	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	3498	Serviced 1-Bedroom Apartment for rent in Vauxhall, London	furnished	17 February 2023	17	February	2023
364	422279	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	3498	Serviced 1-Bedroom Apartment for rent in Vauxhall, London	furnished	17 February 2023	17	February	2023
365	641818	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	5884	Studio apartment for rent in Marylebone, London	furnished	10 February 2023	10	February	2023
366	270011	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	1600	Neat 1-bedroom flat to rent in City of Westminster, London	furnished	1 January 2024	1	January	2024
367	438960	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	1800	Whole apartment in London	furnished	7 April 2023	7	April	2023
368	260012	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	1700	Stylish 1-bedroom flat to rent in City of Westminster	furnished	6 August 2023	6	August	2023
369	441359	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	3000	1-Bedroom Apartment for rent in Paddington, London	furnished	1 October 2023	1	October	2023
370	140039	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	2700	1-Bedroom Apartment for rent in Westminster, London	furnished	1 January 2024	1	January	2024
371	638038	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	3500	One bedroom apartment for rent in Covent Garden, London	furnished	6 January 2024	6	January	2024
372	595723	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	4000	One bedroom apartment in Paddington, London	furnished	23 October 2023	23	October	2023
373	223573	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	2750	1-bedroom flat to rent in Kensington & Chelsea,  London	furnished	27 April 2024	27	April	2024
374	654310	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	3090	The Cleveland Arms IV	furnished	1 January 2024	1	January	2024
375	654306	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	3090	The Cleveland Arms III	furnished	31 December 2023	31	December	2023
376	454624	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	2100	1-Bedroom  Apartment for rent in Westminster, London	furnished	6 January 2024	6	January	2024
377	677083	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	4000	One bedroom apartment for rent in Paddington, London	furnished	3 May 2023	3	May	2023
378	654318	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	3090	The Cleveland Arms II	furnished	31 December 2023	31	December	2023
379	469857	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	4800	1-Bedroom Apartment for rent in Victoria, London	furnished	7 May 2023	7	May	2023
380	386022	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	4800	1-bedroom apartment to rent in Knightsbridge, London	furnished	4 October 2024	4	October	2024
381	386003	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	6171	1-bedroom apartment to rent in Mayfair, London	furnished	4 October 2024	4	October	2024
382	386001	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	4320	1-bedroom apartment for rent in Marylebone, London	furnished	4 October 2024	4	October	2024
383	641809	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	5392	Studio apartment for rent in Marylebone, London	furnished	26 June 2023	26	June	2023
384	385993	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	3977	1-bedroom apartment to rent in Maida Hill, London	furnished	4 October 2024	4	October	2024
385	386009	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	4436	1-bedroom apartment to rent in Pimlico, London	furnished	4 October 2024	4	October	2024
386	386026	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	4114	1-bedroom apartment to rent in St John's Wood, London	furnished	4 October 2024	4	October	2024
387	654328	spotahome	City of Westminster	apartments/bedrooms:1	Apartment	4240	Stunning Maida Vaile Apartment	furnished	22 April 2023	22	April	2023
388	642034	spotahome	Camden	apartments/bedrooms:1	Apartment	3422	One bed apartment for rent in West Hampstead, London	furnished	9 October	9	October	
389	515483	spotahome	Camden	apartments/bedrooms:1	Apartment	1700	1-Bedroom Apartment for rent in Primrose Hill, London	furnished	1 January 2023	1	January	2023
390	676984	spotahome	Camden	apartments/bedrooms:1	Apartment	4500	1-bedroom apartment for rent in Camden, London	furnished	9 October	9	October	
391	561050	spotahome	Camden	apartments/bedrooms:1	Apartment	2981	Whole 1 bedroom apartment in Camden, London	furnished	30 December	30	December	
392	561048	spotahome	Camden	apartments/bedrooms:1	Apartment	2734	Whole 1 bedroom apartment for rent in Camden Town, London	furnished	30 December	30	December	
393	646986	spotahome	Camden	apartments/bedrooms:1	Apartment	3154	1-bedroom apartment for rent in Bloomsbury, London	furnished	2 January 2023	2	January	2023
394	561044	spotahome	Camden	apartments/bedrooms:1	Apartment	3854	1-Bedroom Apartment for rent in Camden, London	furnished	3 January 2023	3	January	2023
395	508280	spotahome	Camden	apartments/bedrooms:1	Apartment	2734	1-Bedroom Apartment for rent in Camden Town, London	furnished	1 January 2023	1	January	2023
396	646993	spotahome	Camden	apartments/bedrooms:1	Apartment	3397	1-bedroom apartment for rent in Bloomsbury, London	furnished	2 January 2023	2	January	2023
397	414675	spotahome	Camden	apartments/bedrooms:1	Apartment	6663	Serviced 1-Bedroom Apartment in Regents Park, London	furnished	4 October	4	October	
398	471163	spotahome	Camden	apartments/bedrooms:1	Apartment	5538	1-Bedroom Apartment for rent in Fitzrovia, London	furnished	24 October	24	October	
399	506870	spotahome	Camden	apartments/bedrooms:1	Apartment	3854	1-Bedroom Apartment for rent in Holborn, London	furnished	3 January 2023	3	January	2023
400	467446	spotahome	Camden	apartments/bedrooms:1	Apartment	6970	1-Bedroom Apartment for rent in Fitzrovia, London	furnished	26 December	26	December	
401	638054	spotahome	Camden	apartments/bedrooms:1	Apartment	4000	1-bedroom apartment for rent in Russell Square, London	furnished	7 December	7	December	
402	597689	spotahome	Camden	apartments/bedrooms:1	Apartment	6260	One bedroom apartment for rent in King's Cross, London	furnished	9 October	9	October	
403	797727	spotahome	Camden	apartments/bedrooms:1	Apartment	4000	1-bedroom apartment for rent in London	furnished	28 October	28	October	
404	467442	spotahome	Camden	apartments/bedrooms:1	Apartment	6930	1-Bedroom Apartment for rent in Farringdon, London	furnished	27 October	27	October	
405	453368	spotahome	Camden	apartments/bedrooms:1	Apartment	4900	Serviced 1 bedroom apartment for rent in Kings Cross, London	furnished	23 December	23	December	
406	781088	spotahome	Camden	apartments/bedrooms:1	Apartment	2004	1-bedroom apartment for rent in Chalk Farm, London	furnished	15 February 2023	15	February	2023
407	782657	spotahome	Camden	apartments/bedrooms:1	Apartment	8668	1-bedroom apartment for rent in London	furnished	31 October	31	October	
408	676986	spotahome	Camden	apartments/bedrooms:1	Apartment	4500	1-bedroom apartment for rent in Belsize Park, London	furnished	1 December	1	December	
409	646865	spotahome	Camden	apartments/bedrooms:1	Apartment	4368	1-bedroom apartment for rent in Bloomsbury, London	furnished	4 January 2023	4	January	2023
