	platform_id	platform	neighbourhood	furniture	property_type	size_sqm	bedrooms	bathrooms	price	price_sqm	price_bedroom	available_from	available_today	let_type	detailed_furniture	scraping_date
1313	438447	Spotahome	Kensington and Chelsea	furnished	Studio	21.0	0.0	1.0	3040.0	144.76	3040.0	2023-01-02	occupied		furnished	2022-10-27
1314	127005776	Rightmove	Hammersmith and Fulham	unfurnished	Apartment		3.0	3.0	5720.0		1906.67	2022-10-28	available	Long term	part furnished	2022-10-27
1315	127669172	Rightmove	Tower Hamlets	furnished	Flat		1.0	1.0	2300.0		2300.0	2022-11-03	occupied	Long term	furnished	2022-10-27
1316	128460323	Rightmove	Camden	unfurnished	Apartment		2.0	1.0	2492.0		1246.0	2022-10-31	occupied	Long term	unfurnished	2022-10-27
1317	913497	Spotahome	Tower Hamlets	furnished	Studio		0.0	1.0	3250.0		3250.0	2022-11-05	occupied		furnished	2022-10-27
1318	372075	Spotahome	City of Westminster	furnished	Apartment	54.0	3.0	1.0	4500.0	83.33	1500.0	2022-10-30	occupied		furnished	2022-10-27
1319	127199297	Rightmove	Kensington and Chelsea	furnished	Flat		2.0	1.0	2950.0		1475.0	2022-10-28	available	Short term	furnished	2022-10-27
1320	127848584	Rightmove	City of Westminster	furnished	Flat		2.0	1.0	3467.0		1733.5		occupied	Long term	furnished	2022-10-27
1321	127595999	Rightmove	Tower Hamlets	furnished	Apartment	97.0	2.0	3.0	6090.0	62.78	3045.0	2023-05-12	occupied	Long term	furnished	2022-10-27
1322	128318345	Rightmove	Hammersmith and Fulham	unfurnished	Flat		2.0	1.0	2250.0		1125.0	2022-11-28	occupied	Long term	part furnished	2022-10-27
1323	128400932	Rightmove	Hackney	furnished	Apartment		2.0	1.0	2145.0		1072.5	2022-11-25	occupied	Long term	flexible	2022-10-27
1324	128464373	Rightmove	Hammersmith and Fulham	furnished	Apartment		1.0	1.0	1993.0		1993.0		occupied	Long term	flexible	2022-10-27
1325	124427126	Rightmove	Hackney	furnished	Apartment	93.0	2.0	2.0	5170.0	55.59	2585.0	2023-01-09	occupied	Long term	furnished	2022-10-27
1326	127289357	Rightmove	City of Westminster	furnished	Apartment		2.0	2.0	8667.0		4333.5	2022-10-28	available	Long term	furnished	2022-10-27
1327	128268716	Rightmove	City of Westminster	furnished	Flat		3.0	2.0	7583.0		2527.67	2022-10-28	available	Long term	furnished	2022-10-27
1328	744570	Spotahome	Camden	furnished	Apartment	79.0	2.0	1.0	4800.0	60.76	2400.0	2022-10-27	available		furnished	2022-10-27
1329	454624	Spotahome	City of Westminster	furnished	Apartment		1.0		2100.0		2100.0	2024-01-06	occupied		furnished	2022-10-27
1330	575136	Spotahome	Camden	furnished	Apartment		3.0	2.0	2167.0		722.33	2024-08-09	occupied		furnished	2022-10-27
1331	128343845	Rightmove	Hammersmith and Fulham	unfurnished	Apartment		1.0	1.0	2000.0		2000.0	2022-12-30	occupied	Long term	part furnished	2022-10-27
1332	128414174	Rightmove	Islington	furnished	Apartment		2.0	2.0	3445.0		1722.5	2022-12-23	occupied	Long term	furnished	2022-10-27
1333	128303927	Rightmove	Hammersmith and Fulham	furnished	Apartment		1.0	1.0	2925.0		2925.0	2022-12-28	occupied	Long term	furnished	2022-10-27
1334	128087936	Rightmove	City of Westminster	unfurnished	Flat		2.0	2.0	4550.0		2275.0	2022-10-28	available	Long term	unfurnished	2022-10-27
1335	469818	Spotahome	Hackney	furnished	Apartment		2.0		7552.5		3776.0	2022-11-30	occupied		furnished	2022-10-27
1336	128166026	Rightmove	City of Westminster	furnished	Flat		5.0	3.0	10833.0		2166.6	2022-10-28	available	Long term	flexible	2022-10-27
1337	127974236	Rightmove	City of Westminster	furnished	Flat	225.0	5.0	5.0	8168.0	36.3	1633.6		occupied	Long term	furnished	2022-10-27
1338	128285072	Rightmove	Kensington and Chelsea	unfurnished	Flat		1.0	1.0	2297.0		2297.0	2022-12-14	occupied	Long term	unfurnished	2022-10-27
1339	128173145	Rightmove	Islington	unfurnished	Flat	74.0	2.0	2.0	3900.0	52.7	1950.0		occupied	Long term	part furnished	2022-10-27
1340	449633	Spotahome	City of Westminster	furnished	Studio	32.0	0.0	1.0	3000.0	93.75	3000.0	2023-09-24	occupied		furnished	2022-10-27
1341	127838207	Rightmove	Hackney	furnished	Flat		2.0	1.0	2050.0		1025.0	2022-10-28	available	Long term	flexible	2022-10-27
1342	128438231	Rightmove	Hammersmith and Fulham	furnished	Flat		2.0	1.0	2325.0		1162.5	2023-01-07	occupied	Long term	flexible	2022-10-27
1343	127919852	Rightmove	City of Westminster	furnished	Studio		0.0	1.0	2200.0		2200.0	2022-10-28	available	Long term	furnished	2022-10-27
1344	127972481	Rightmove	Tower Hamlets	furnished	Apartment		2.0	2.0	4507.0		2253.5		occupied	Long term	furnished	2022-10-27
1345	118311692	Rightmove	Kensington and Chelsea	furnished	Flat		1.0	1.0	3662.0		3662.0	2022-11-04	occupied	Long term	furnished	2022-10-27
1346	707342	Spotahome	Hammersmith and Fulham	furnished	Apartment	65.0	2.0	2.0	8265.0	127.15	4132.5	2022-12-01	occupied		furnished	2022-10-27
1347	127835753	Rightmove	Tower Hamlets	furnished	Apartment		2.0	2.0	2301.0		1150.5	2022-11-04	occupied	Long term	furnished	2022-10-27
1348	128144213	Rightmove	Tower Hamlets	furnished	Apartment		2.0	2.0	3250.0		1625.0	2022-12-05	occupied	Long term	flexible	2022-10-27
1349	127416395	Rightmove	Camden	furnished	Flat		2.0	1.0	3500.0		1750.0	2022-12-08	occupied	Long term	furnished	2022-10-27
1350	128011778	Rightmove	Camden	unfurnished	Studio		0.0	1.0	1950.0		1950.0		occupied	Long term	part furnished	2022-10-27
1351	128388146	Rightmove	City of Westminster	furnished	Apartment		1.0	1.0	3033.0		3033.0	2022-11-05	occupied	Long term	furnished	2022-10-27
1352	128048492	Rightmove	Lambeth	furnished	Flat	53.0	1.0	1.0	2150.0	40.57	2150.0		occupied	Long term	furnished	2022-10-27
1353	128237987	Rightmove	Hammersmith and Fulham	furnished	Flat		2.0	2.0	3380.0		1690.0	2022-10-28	available	Long term	flexible	2022-10-27
1354	128366681	Rightmove	Kensington and Chelsea	unfurnished	Apartment		1.0	1.0	2383.0		2383.0	2022-10-28	available	Long term	unfurnished	2022-10-27
1355	127475420	Rightmove	Tower Hamlets	furnished	Flat		2.0	2.0	2500.0		1250.0		occupied	Long term	furnished	2022-10-27
1356	441358	Spotahome	City of Westminster	furnished	Studio	15.0	0.0	1.0	2660.0	177.33	2660.0	2023-08-10	occupied		furnished	2022-10-27
1357	638054	Spotahome	Camden	furnished	Apartment		1.0	1.0	4300.0		4300.0	2023-01-17	occupied		furnished	2022-10-27
1358	603972	Spotahome	Kensington and Chelsea	furnished	Studio		0.0	1.0	4134.0		4134.0	2022-11-13	occupied		furnished	2022-10-27
1359	369734	Spotahome	Camden	furnished	Apartment	115.0	3.0	3.0	10000.0	86.96	3333.33	2023-06-01	occupied		furnished	2022-10-27
1360	126529838	Rightmove	Tower Hamlets	furnished	Apartment	60.0	2.0	2.0	4430.0	73.83	2215.0	2023-01-28	occupied	Long term	furnished	2022-10-27
1361	127984301	Rightmove	City of Westminster	furnished	Apartment		2.0	2.0	7800.0		3900.0	2022-10-28	available	Long term	furnished	2022-10-27
1362	574268	Spotahome	Tower Hamlets	furnished	Apartment	55.0	2.0	1.0	3500.0	63.64	1750.0	2022-12-02	occupied		furnished	2022-10-27
1363	641832	Spotahome	City of Westminster	furnished	Studio		0.0		4407.0		4407.0	2023-01-02	occupied		furnished	2022-10-27
1364	128334377	Rightmove	Camden	furnished	Apartment		2.0	2.0	3250.0		1625.0	2022-12-01	occupied	Long term	furnished	2022-10-27
1365	127376078	Rightmove	Lambeth	furnished	Flat	48.0	2.0	1.0	1895.0	39.48	947.5		occupied	Long term	flexible	2022-10-27
1366	128172695	Rightmove	Kensington and Chelsea	furnished	Apartment		3.0	3.0	16250.0		5416.67	2022-10-28	available	Long term	flexible	2022-10-27
1367	127291601	Rightmove	Tower Hamlets	furnished	Flat		1.0	1.0	3500.0		3500.0	2022-10-28	available	Short term	furnished	2022-10-27
1368	128257766	Rightmove	Lambeth	furnished	Flat	79.0	2.0	2.0	2350.0	29.75	1175.0		occupied	Long term	furnished	2022-10-27
1369	127931879	Rightmove	Hammersmith and Fulham	furnished	Apartment		3.0	2.0	4788.0		1596.0	2022-10-28	available	Long term	furnished	2022-10-27
1370	126628007	Rightmove	Camden	furnished	Apartment		3.0	2.0	4983.0		1661.0		occupied	Long term	furnished	2022-10-27
1371	421845	Spotahome	City of London	furnished	Apartment		2.0		7740.0		3870.0	2023-01-13	occupied		furnished	2022-10-27
1372	597606	Spotahome	Kensington and Chelsea	furnished	Studio		0.0	1.0	2400.0		2400.0	2023-02-06	occupied		furnished	2022-10-27
1373	116480699	Rightmove	Tower Hamlets	unfurnished	Apartment		2.0	1.0	2000.0		1000.0	2022-11-28	occupied	Long term	unfurnished	2022-10-27
1374	126271526	Rightmove	Hackney	furnished	Apartment		3.0	1.0	4600.0		1533.33	2022-10-28	available	Long term	furnished	2022-10-27
1375	128365970	Rightmove	Kensington and Chelsea	furnished	Flat		2.0	2.0	16250.0		8125.0	2022-10-28	occupied	Long term	flexible	2022-10-27
1376	127007729	Rightmove	City of Westminster	furnished	Apartment		2.0	2.0	7500.0		3750.0	2022-10-28	available	Long term	flexible	2022-10-27
1377	85818219	Rightmove	Tower Hamlets	furnished	Studio		0.0	1.0	1550.0		1550.0	2022-10-28	available	Long term	furnished	2022-10-27
1378	559963	Spotahome	Hackney	furnished	Apartment	80.0	2.0	2.0	4526.0	56.58	2263.0	2023-01-02	occupied		furnished	2022-10-27
1379	127946513	Rightmove	Tower Hamlets	furnished	Flat		2.0	2.0	2600.0		1300.0		occupied	Long term	furnished	2022-10-27
1380	128362694	Rightmove	Kensington and Chelsea	unfurnished	Flat		2.0	1.0	3878.0		1939.0	2022-10-28	available	Long term	unfurnished	2022-10-27
1381	127151759	Rightmove	Camden	furnished	Flat		3.0	2.0	4312.0		1437.33	2022-11-07	occupied	Long term	furnished	2022-10-27
1382	128362472	Rightmove	Hammersmith and Fulham	furnished	Flat	101.0	2.0	2.0	2708.0	26.81	1354.0	2022-10-28	occupied	Long term	furnished	2022-10-27
1383	127845131	Rightmove	Hammersmith and Fulham	furnished	Apartment		2.0	2.0	3900.0		1950.0	2022-10-28	available	Long term	flexible	2022-10-27
1384	128470079	Rightmove	City of Westminster	furnished	Flat		1.0	1.0	7366.0		7366.0	2022-11-02	occupied	Short term	furnished	2022-10-27
1385	128047433	Rightmove	Camden	furnished	Flat		2.0	2.0	5200.0		2600.0	2022-11-20	occupied	Long term	flexible	2022-10-27
1386	81947958	Rightmove	City of Westminster	furnished	Apartment	56.0	2.0	1.0	4620.0	82.5	2310.0	2022-12-02	occupied	Long term	furnished	2022-10-27
1387	213	Blueground	Camden	furnished	Apartment	50.82	2.0	1.0	3550.0	71.0	1775.0	2022-10-28	available		furnished	2022-10-27
1388	441357	Spotahome	City of Westminster	furnished	Studio	15.0	0.0	1.0	2250.0	150.0	2250.0	2023-09-25	occupied		furnished	2022-10-27
1389	126781688	Rightmove	Hammersmith and Fulham	furnished	Flat	87.0	2.0	2.0	5113.0	58.77	2556.5	2022-10-28	available	Long term	flexible	2022-10-27
1390	128013704	Rightmove	Hammersmith and Fulham	furnished	Flat	36.0	1.0	1.0	2297.0	63.81	2297.0		occupied	Long term	furnished	2022-10-27
1391	117713609	Rightmove	Lambeth	furnished	Apartment	97.0	2.0	2.0	4770.0	49.18	2385.0	2023-01-06	occupied	Long term	furnished	2022-10-27
1392	128173247	Rightmove	Camden	unfurnished	Flat	75.0	2.0	1.0	2709.0	36.12	1354.5		occupied	Long term	unfurnished	2022-10-27
1393	128453087	Rightmove	Hammersmith and Fulham	furnished	Apartment		2.0	2.0	3575.0		1787.5		occupied	Long term	furnished	2022-10-27
1394	124970540	Rightmove	Camden	furnished	Apartment		3.0	2.0	5200.0		1733.33	2022-10-28	available	Long term	furnished	2022-10-27
1395	113234663	Rightmove	Hammersmith and Fulham	furnished	Apartment		1.0	1.0	2296.0		2296.0	2022-10-28	available	Long term	furnished	2022-10-27
1396	127640069	Rightmove	Kensington and Chelsea	furnished	Flat		3.0	3.0	10833.0		3611.0	2022-10-28	available	Long term	flexible	2022-10-27
1397	128133554	Rightmove	Islington	unfurnished	Flat	90.0	4.0	2.0	4950.0	55.0	1237.5		occupied	Long term	unfurnished	2022-10-27
1398	128387768	Rightmove	Hammersmith and Fulham	furnished	Apartment		3.0	1.0	2999.0		999.67	2022-10-28	available	Long term	flexible	2022-10-27
1399	120109493	Rightmove	Hammersmith and Fulham	furnished	Apartment		2.0	2.0	3033.0		1516.5	2022-10-28	available	Long term	furnished	2022-10-27
1400	128362949	Rightmove	Kensington and Chelsea	furnished	Apartment		2.0	2.0	3683.0		1841.5		occupied	Long term	flexible	2022-10-27
1401	41951893	Rightmove	Kensington and Chelsea	furnished	Flat		1.0		2687.0		2687.0	2022-10-28	available	Long term	furnished	2022-10-27
1402	128330936	Rightmove	Islington	unfurnished	Apartment		2.0	1.0	2817.0		1408.5	2022-12-15	occupied	Long term	unfurnished	2022-10-27
1403	128240102	Rightmove	Hammersmith and Fulham	unfurnished	Apartment	86.0	2.0	2.0	3750.0	43.6	1875.0	2022-12-16	occupied	Long term	unfurnished	2022-10-27
1404	127893842	Rightmove	Tower Hamlets	furnished	Flat		2.0	2.0	3553.0		1776.5	2022-11-25	occupied	Long term	furnished	2022-10-27
1405	127878923	Rightmove	Camden	furnished	Flat	54.0	2.0	1.0	4550.0	84.26	2275.0		occupied	Long term	furnished	2022-10-27
1406	128169188	Rightmove	Tower Hamlets	furnished	Flat		1.0	1.0	1825.0		1825.0	2022-10-28	available	Long term	furnished	2022-10-27
1407	913493	Spotahome	Islington	furnished	Apartment		1.0	1.0	4550.0		4550.0	2022-11-20	occupied		furnished	2022-10-27
1408	49234758	Rightmove	Hammersmith and Fulham	furnished	Apartment		2.0	2.0	3120.0		1560.0		occupied	Long term	flexible	2022-10-27
1409	126985955	Rightmove	Hammersmith and Fulham	furnished	Flat		2.0	1.0	1733.0		866.5	2022-12-22	occupied	Long term	furnished	2022-10-27
1410	127217669	Rightmove	Camden	furnished	Flat		2.0	2.0	2492.0		1246.0		occupied	Long term	furnished	2022-10-27
1411	128180063	Rightmove	Hackney	furnished	Apartment		2.0	1.0	1900.0		950.0		occupied	Long term	furnished	2022-10-27
1412	127310453	Rightmove	Camden	furnished	Flat		3.0	2.0	4333.0		1444.33	2022-10-28	available	Long term	flexible	2022-10-27
1413	128019623	Rightmove	City of Westminster	furnished	Flat	101.0	3.0	2.0	8996.0	89.07	2998.67		occupied	Long term	flexible	2022-10-27
1414	127755779	Rightmove	Kensington and Chelsea	furnished	Apartment		2.0	1.0	3250.0		1625.0	2022-10-28	available	Long term	flexible	2022-10-27
1415	128336747	Rightmove	Hackney	furnished	Flat		3.0	1.0	2700.0		900.0		occupied	Long term	furnished	2022-10-27
1416	128404919	Rightmove	Hammersmith and Fulham	unfurnished	Flat	52.0	1.0	1.0	2340.0	45.0	2340.0		occupied	Long term	unfurnished	2022-10-27
1417	838433	Spotahome	Hammersmith and Fulham	furnished	Apartment	65.0	2.0	1.0	5700.0	87.69	2850.0	2022-11-01	occupied		furnished	2022-10-27
1418	88248115	Rightmove	Camden	furnished	Apartment	40.0	1.0	1.0	1850.0	46.25	1850.0	2022-12-15	occupied	Long term	furnished	2022-10-27
1419	128453024	Rightmove	Camden	furnished	Studio		0.0	1.0	2037.0		2037.0	2022-10-28	available	Long term	furnished	2022-10-27
1420	57670526	Rightmove	Islington	unfurnished	Flat		1.0		1950.0		1950.0		occupied	Long term	unfurnished	2022-10-27
1421	127255595	Rightmove	Camden	unfurnished	Flat		3.0	3.0	5200.0		1733.33	2022-10-28	available	Long term	unfurnished	2022-10-27
1422	128420855	Rightmove	Kensington and Chelsea	furnished	Apartment		2.0	2.0	4008.0		2004.0	2022-10-28	available	Long term	furnished	2022-10-27
1423	127244030	Rightmove	Camden	furnished	Flat		2.0	2.0	9100.0		4550.0	2022-10-28	available	Long term	flexible	2022-10-27
1424	126580124	Rightmove	Kensington and Chelsea	furnished	Flat	98.0	3.0	2.0	3987.0	40.68	1329.0	2022-11-07	occupied	Long term	flexible	2022-10-27
1425	128284175	Rightmove	City of Westminster	furnished	Flat		2.0	2.0	2817.0		1408.5	2022-12-21	occupied	Long term	furnished	2022-10-27
1426	128053601	Rightmove	Camden	furnished	Flat		3.0	3.0	10617.0		3539.0	2022-12-05	occupied	Long term	flexible	2022-10-27
1427	127725128	Rightmove	Islington	furnished	Flat		2.0	1.0	3467.0		1733.5	2022-10-30	occupied	Long term	furnished	2022-10-27
1428	126505145	Rightmove	Hammersmith and Fulham	furnished	Flat		1.0	1.0	3000.0		3000.0	2022-11-10	occupied	Long term	furnished	2022-10-27
1429	128352797	Rightmove	Tower Hamlets	furnished	Flat		2.0	2.0	2600.0		1300.0	2022-12-07	occupied	Long term	furnished	2022-10-27
1430	127982711	Rightmove	Lambeth	furnished	Flat		2.0	1.0	1998.0		999.0		occupied	Long term	furnished	2022-10-27
1431	128248622	Rightmove	Hammersmith and Fulham	furnished	Flat		2.0	2.0	7367.0		3683.5		occupied	Short term	furnished	2022-10-27
1432	128303951	Rightmove	Kensington and Chelsea	furnished	Apartment		3.0	2.0	18417.0		6139.0	2022-12-08	occupied	Long term	furnished	2022-10-27
1433	125956697	Rightmove	Lambeth	furnished	Apartment		3.0	2.0	4680.0		1560.0	2022-10-28	available	Long term	furnished	2022-10-27
1434	676984	Spotahome	Camden	furnished	Apartment		1.0	1.0	5000.0		5000.0	2023-01-07	occupied		furnished	2022-10-27
1435	121384259	Rightmove	Hammersmith and Fulham	furnished	Flat		2.0		3661.0		1830.5	2022-10-28	available	Long term	furnished	2022-10-27
1436	85451796	Rightmove	Camden	unfurnished	Apartment		2.0	2.0	5460.0		2730.0	2022-10-28	available	Long term	unfurnished	2022-10-27
1437	121066001	Rightmove	Camden	furnished	Penthouse		3.0	3.0	7583.0		2527.67	2022-10-28	available	Long term	furnished	2022-10-27
1438	126091196	Rightmove	Tower Hamlets	furnished	Flat		2.0	2.0	3510.0		1755.0		occupied	Long term	furnished	2022-10-27
1439	594926	Spotahome	Kensington and Chelsea	furnished	Studio	16.0	0.0	1.0	1800.0	112.5	1800.0	2022-10-31	occupied		furnished	2022-10-27
1440	114629438	Rightmove	Camden	furnished	Apartment	50.0	1.0	1.0	3960.0	79.2	3960.0	2023-03-29	occupied	Long term	furnished	2022-10-27
1441	126135797	Rightmove	Islington	unfurnished	Flat	39.0	1.0	1.0	1712.0	43.9	1712.0		occupied	Long term	unfurnished	2022-10-27
1442	128218973	Rightmove	Camden	furnished	Studio		0.0	1.0	2015.0		2015.0	2022-10-28	available	Long term	furnished	2022-10-27
1443	127410857	Rightmove	Camden	unfurnished	Flat		3.0	3.0	5200.0		1733.33	2022-10-28	available	Long term	unfurnished	2022-10-27
1444	169	Blueground	Tower Hamlets	furnished	Apartment	51.28	1.0	1.0	3900.0	76.47	3900.0	2023-06-16	occupied		furnished	2022-10-27
1445	128445176	Rightmove	City of Westminster	furnished	Flat		2.0	1.0	3501.0		1750.5		occupied	Long term	furnished	2022-10-27
1446	127769612	Rightmove	Kensington and Chelsea	furnished	Flat		2.0	1.0	3400.0		1700.0	2022-10-28	available	Long term	furnished	2022-10-27
1447	128290220	Rightmove	City of Westminster	furnished	Flat		1.0	1.0	6912.0		6912.0	2022-10-28	available	Long term	furnished	2022-10-27
1448	127836383	Rightmove	Lambeth	unfurnished	Flat		2.0		2500.0		1250.0		occupied	Long term	unfurnished	2022-10-27
1449	128366321	Rightmove	Tower Hamlets	unfurnished	Flat		2.0	1.0	3683.0		1841.5	2022-10-28	available	Long term	unfurnished	2022-10-27
1450	125512565	Rightmove	Hammersmith and Fulham	furnished	Apartment		3.0	2.0	5417.0		1805.67	2022-11-15	occupied	Long term	furnished	2022-10-27
1451	127308395	Rightmove	Hammersmith and Fulham	furnished	Flat		1.0	1.0	3033.0		3033.0	2022-12-02	occupied	Short term	furnished	2022-10-27
1452	128447528	Rightmove	City of Westminster	unfurnished	Apartment		1.0	1.0	2578.0		2578.0	2022-10-28	available	Long term	unfurnished	2022-10-27
1453	128212988	Rightmove	Kensington and Chelsea	furnished	Apartment		2.0		15167.0		7583.5		occupied	Long term	furnished	2022-10-27
1454	128202860	Rightmove	Camden	unfurnished	Flat		2.0		2700.0		1350.0		occupied	Long term	unfurnished	2022-10-27
1455	126315482	Rightmove	City of Westminster	unfurnished	Apartment	202.0	3.0	3.0	6067.0	30.03	2022.33		occupied	Long term	unfurnished	2022-10-27
1456	127697438	Rightmove	Islington	furnished	Flat		1.0	1.0	3400.0		3400.0		occupied	Long term	furnished	2022-10-27
1457	128466290	Rightmove	Hammersmith and Fulham	furnished	Apartment		2.0	2.0	5850.0		2925.0		occupied	Long term	furnished	2022-10-27
1458	128117582	Rightmove	City of Westminster	furnished	Apartment	87.0	1.0	1.0	15167.0	174.33	15167.0	2022-10-29	occupied	Long term	furnished	2022-10-27
1459	654294	Spotahome	City of Westminster	furnished	Apartment		3.0	2.0	4650.0		1550.0	2023-02-15	occupied		furnished	2022-10-27
1460	642052	Spotahome	Kensington and Chelsea	furnished	Studio		0.0		4407.0		4407.0	2022-12-18	occupied		furnished	2022-10-27
1461	126995789	Rightmove	Tower Hamlets	furnished	Apartment		2.0	2.0	4225.0		2112.5	2022-10-28	available	Long term	furnished	2022-10-27
1462	913370	Spotahome	Kensington and Chelsea	furnished	Studio		0.0	1.0	3315.0		3315.0	2023-09-01	occupied		furnished	2022-10-27
1463	913385	Spotahome	City of London	furnished	Apartment		1.0	1.0	3690.0		3690.0	2022-11-19	occupied		furnished	2022-10-27
1464	123750839	Rightmove	Camden	furnished	Flat		4.0	4.0	8450.0		2112.5	2022-10-28	available	Long term	flexible	2022-10-27
1465	125822552	Rightmove	Camden	unfurnished	Apartment		1.0	1.0	3445.0		3445.0	2022-10-28	available	Long term	part furnished	2022-10-27
1466	128403791	Rightmove	Kensington and Chelsea	furnished	Flat		1.0	1.0	2600.0		2600.0	2022-11-02	occupied	Short term	furnished	2022-10-27
1467	128230985	Rightmove	City of Westminster	unfurnished	Apartment		2.0	1.0	3000.0		1500.0	2022-10-28	available	Long term	unfurnished	2022-10-27
1468	128419595	Rightmove	Tower Hamlets	furnished	Apartment		1.0	1.0	2600.0		2600.0	2022-11-13	occupied	Long term	furnished	2022-10-27
1469	128097680	Rightmove	City of Westminster	furnished	Flat		3.0	1.0	3467.0		1155.67	2022-10-28	available	Long term	furnished	2022-10-27
1470	125773088	Rightmove	Hammersmith and Fulham	furnished	Flat	87.0	2.0	2.0	5070.0	58.28	2535.0		occupied	Long term	furnished	2022-10-27
1471	889643	Spotahome	Kensington and Chelsea	furnished	Apartment		1.0		3800.0		3800.0	2022-10-27	available		furnished	2022-10-27
1472	127813457	Rightmove	Islington	unfurnished	Flat		1.0		1998.0		1998.0	2022-10-28	available	Long term	part furnished	2022-10-27
1473	128367038	Rightmove	Camden	unfurnished	Flat	119.0	3.0	1.0	3801.0	31.94	1267.0		occupied	Long term	unfurnished	2022-10-27
1474	126862745	Rightmove	Hammersmith and Fulham	furnished	Flat		1.0	1.0	3000.0		3000.0	2022-11-01	occupied	Long term	furnished	2022-10-27
1475	127718234	Rightmove	Kensington and Chelsea	unfurnished	Apartment		1.0	1.0	2350.0		2350.0	2022-10-28	available	Long term	unfurnished	2022-10-27
1476	128367422	Rightmove	Hammersmith and Fulham	unfurnished	Apartment		2.0	1.0	2492.0		1246.0	2022-12-12	occupied	Long term	part furnished	2022-10-27
1477	128336429	Rightmove	Kensington and Chelsea	furnished	Flat		3.0	3.0	24960.0		8320.0	2022-10-28	available	Long term	furnished	2022-10-27
1478	297787	Spotahome	Lambeth	furnished	Apartment		2.0	1.0	4500.0		2250.0	2023-12-05	occupied		furnished	2022-10-27
1479	128361071	Rightmove	Tower Hamlets	furnished	Apartment		1.0	1.0	1950.0		1950.0	2022-12-22	occupied	Long term	furnished	2022-10-27
1480	128190737	Rightmove	Camden	unfurnished	Flat		3.0	2.0	3012.0		1004.0	2022-10-28	available	Long term	unfurnished	2022-10-27
1481	128378384	Rightmove	Hackney	unfurnished	Apartment	39.0	1.0		1751.0	44.9	1751.0	2022-10-28	available	Long term	part furnished	2022-10-27
1482	156	Blueground	Lambeth	furnished	Apartment	55.18	1.0	1.0	3710.0	67.45	3710.0	2022-12-09	occupied		furnished	2022-10-27
1483	128146601	Rightmove	City of Westminster	furnished	Flat		4.0	4.0	8428.0		2107.0	2022-10-28	available	Long term	furnished	2022-10-27
1484	128332574	Rightmove	Lambeth	unfurnished	Flat		2.0	1.0	2000.0		1000.0	2022-12-09	occupied	Long term	part furnished	2022-10-27
1485	128372453	Rightmove	Tower Hamlets	furnished	Flat		1.0	1.0	2000.0		2000.0	2022-12-18	occupied	Long term	furnished	2022-10-27
1486	128169926	Rightmove	Kensington and Chelsea	unfurnished	Apartment		1.0	1.0	2816.0		2816.0	2022-11-04	occupied	Long term	unfurnished	2022-10-27
1487	124210070	Rightmove	Camden	furnished	Studio	25.0	0.0	1.0	2817.0	112.68	2817.0		occupied	Long term	flexible	2022-10-27
1488	124716989	Rightmove	Tower Hamlets	furnished	Apartment	98.0	3.0	2.0	3940.0	40.2	1313.33		occupied	Long term	furnished	2022-10-27
1489	128387150	Rightmove	City of Westminster	furnished	Flat		1.0	1.0	1700.0		1700.0	2022-11-09	occupied	Long term	furnished	2022-10-27
1490	128378840	Rightmove	Hammersmith and Fulham	unfurnished	Flat		2.0	1.0	2000.0		1000.0	2022-10-28	available	Long term	part furnished	2022-10-27
1491	128271194	Rightmove	Tower Hamlets	furnished	Flat		3.0	2.0	4247.0		1415.67		occupied	Long term	furnished	2022-10-27
1492	126707294	Rightmove	Tower Hamlets	unfurnished	Apartment		2.0		1900.0		950.0	2022-10-28	available	Long term	unfurnished	2022-10-27
1493	127678973	Rightmove	City of Westminster	unfurnished	Flat	124.0	3.0	2.0	6951.0	56.06	2317.0		occupied	Long term	unfurnished	2022-10-27
1494	127444493	Rightmove	Camden	furnished	Flat		3.0	2.0	5850.0		1950.0	2022-10-28	available	Long term	furnished	2022-10-27
1495	128128475	Rightmove	Kensington and Chelsea	furnished	Apartment	174.0	3.0	3.0	8017.0	46.07	2672.33		occupied	Short term	furnished	2022-10-27
1496	128065394	Rightmove	City of Westminster	unfurnished	Flat		1.0	2.0	9967.0		9967.0	2022-10-30	occupied	Long term	unfurnished	2022-10-27
1497	127463111	Rightmove	Lambeth	furnished	Flat		1.0	1.0	1733.0		1733.0	2022-10-28	available	Long term	furnished	2022-10-27
1498	128216204	Rightmove	Kensington and Chelsea	furnished	Flat		1.0	1.0	2200.0		2200.0		occupied	Long term	flexible	2022-10-27
1499	126369386	Rightmove	Tower Hamlets	furnished	Apartment	58.0	2.0	1.0	3660.0	63.1	1830.0	2023-04-02	occupied	Long term	furnished	2022-10-27
1500	128450363	Rightmove	City of Westminster	furnished	Flat	44.0	1.0	1.0	2080.0	47.27	2080.0		occupied	Long term	furnished	2022-10-27
1501	120903587	Rightmove	Tower Hamlets	furnished	Apartment	59.0	1.0	1.0	4350.0	73.73	4350.0	2023-10-23	occupied	Long term	furnished	2022-10-27
1502	127865390	Rightmove	Kensington and Chelsea	furnished	Apartment		1.0	1.0	2817.0		2817.0		occupied	Long term	furnished	2022-10-27
1503	128326439	Rightmove	Lambeth	furnished	Flat		1.0	1.0	1995.0		1995.0	2022-10-28	available	Long term	furnished	2022-10-27
